true,lower,upper
188.6162544817502,160.1529831513747,265.60907625922346
187.76549945581127,166.33291787877044,256.8956047506651
145.58452670465226,104.79840484834462,204.54873037279583
160.2806993347686,144.49148504176702,248.9972633318707
236.1286174724474,171.83657139137003,265.0386630813933
168.156056156025,152.60476430039958,265.40021127277504
265.8708026043116,149.31142976997464,245.18548811942873
175.58132586836916,156.26762954923478,257.71699485182086
216.07549803362207,143.3873388988738,226.2772336974291
193.72611127953837,146.18071037654863,239.8908956848208
168.56808604812892,166.60000094860723,255.1384707482244
172.41231092020703,147.20499096044392,240.47439935215763
218.63806608944495,146.60694983579518,256.96497389220843
198.13816724647137,156.59178197604427,245.210756970354
204.58022809390292,155.3636145583902,268.3684720153675
192.50960699996318,163.2908416790378,267.4040150553301
243.79428431068433,151.98077063536104,250.62827793341177
208.8199156990177,166.2196149851173,267.1994979490833
186.50948642361956,141.7155329660266,235.93828150869174
196.1508244992503,166.7141980753021,255.9562779650378
199.6282199735527,171.9041134095755,270.3078208112186
154.9621925652666,148.44712001762048,258.0358746741045
241.3581328403395,167.01050218264095,270.6880370663917
148.38810970929757,170.07153711761725,268.0596282879668
139.66203679563714,147.50765727574952,248.5370948168123
243.3348444937227,141.12844323229157,229.97125965438406
173.9102864527882,143.41574681440738,241.7331180226885
171.47190885587057,164.18179602982136,258.332939456838
193.9717704282496,155.9609847052447,255.3340256253896
160.47183026833707,136.39320887144288,228.49084247702615
181.55300745995373,149.50781982562694,252.61590108864416
171.57664806424646,152.2091836964755,249.15324412667854
165.02125717341954,159.16200727277382,261.3319372829171
202.59660642645633,191.14162870654707,276.14369025442636
162.07868141193282,154.2730080365645,243.94747391296272
168.38527458877326,144.8328525064319,233.1464741141613
204.96382003880203,136.0583299916176,235.44173066185414
197.42882627112854,144.80582683827228,235.68164602696032
207.28532044256008,156.12995512510702,244.70795084625942
198.22507415767473,165.76053087583597,265.8504547273849
108.02071898744094,124.2627692316667,216.76747309414336
271.4110984076848,161.1549216687773,255.49313377198214
150.003785038401,147.0358180606086,243.52924083134937
161.82817771071956,129.90444890324954,241.57588803272833
174.96372616267482,164.43451598678823,258.29782456033666
162.80107828637645,158.27362282293015,259.4017389627193
138.98662368166492,107.9464447093111,206.53624801613694
216.66135753759548,168.89692278236978,261.933829275641
182.54432908837154,145.23610701713068,240.735214336321
200.66840375064038,138.5662584601316,238.79120684434017
141.58350870434572,158.8563559425528,265.78998975469193
170.00801324091086,137.3039888337087,234.39111064201987
235.99490735758624,148.55838144176175,245.06459717278133
261.46913134384346,151.84403577541536,260.57160075997945
270.9888713382349,144.70133655330608,248.23222637606318
160.7181760625278,126.29328289782741,229.87299709856634
190.8960980289666,141.82058146879032,229.57420279087586
126.69367065147887,158.45779105617137,265.12734356120103
240.40166045946543,159.6485827473992,260.62000356750667
172.1926202608867,155.85986871969394,245.43968258229515
202.90224729082124,160.18388130764188,255.22525677230539
173.0450780044364,167.17796811460835,264.7936721415784
229.80794460083396,137.6787543512579,238.36771935959646
210.9215893455429,151.9154454594066,254.60760575657926
174.32355933675015,135.69955075966627,242.2118153692648
165.17329586272916,159.82669458024762,255.6073318186177
151.48969529887023,146.85970994516433,242.97928689005974
249.74094313902302,170.68968978745949,261.0253988411399
204.97150458248194,159.63987602132065,262.169470952883
105.59762992561463,129.05545265386627,237.71494109928128
155.36292462099846,153.81460473856157,251.6085383629729
186.90499929662315,145.47149023813697,248.80389392287063
275.163211745725,143.75355262963785,241.69756249719103
185.4074144789642,168.02716820719357,268.12633323666387
208.94370964033766,153.25949116119122,257.89994050176927
237.15073692373048,157.92981317089655,256.6734027196614
234.077620779081,155.95858787634748,258.1382443668948
246.0474750411792,138.95804435647332,241.66719919210377
186.61824060059342,145.00298199698997,247.15467489387245
210.7109058121903,142.30080429700112,231.3790851242814
252.41837405282615,155.55687606216566,245.21456028276785
139.92610207623147,156.39798931695913,256.8608083398744
186.72375011358335,151.72097292381747,259.1415620718918
198.73650539067157,141.40608349261885,249.04709443192434
167.88711476667928,149.09773748982764,251.49712087073263
203.48878588445626,155.26858491604966,255.630898442521
200.03453515322033,181.69430542497818,279.64098798660876
158.64037659426265,141.65230693121362,252.1761954884341
211.03988436694326,158.46090027350962,265.20701389922516
228.26712033726946,141.7658257499707,241.3906346132141
