true,lower,upper
541.311385055271,528.3620141365204,607.4463077529361
586.0199668404728,545.0393620658388,630.9627424686304
511.1791936028868,423.50359137955354,524.8010702515843
482.28925274181313,442.116501149785,541.4504741853374
501.2469795833832,442.226445196394,541.134792744101
516.5384634213552,467.7804361878713,563.3197941703277
444.6729008450243,417.65844128763484,496.7774760972273
482.2938449370683,411.5685358232308,517.4832358313358
535.5690110406535,482.2040514054927,574.399054176159
532.0508877859822,433.8287586830465,528.5710423101262
518.1484289548986,443.685875416073,533.2025807159746
567.9839479967999,507.3582533279573,606.5367008544647
478.10806766054117,427.0265434551362,510.51276307329243
459.24642702082195,430.48484177159,532.9132510519115
492.71360049154083,429.13296155556856,523.1597863580272
474.84140042048864,463.77516580881013,542.6098192257441
614.4257710267877,539.8183181014884,628.0590142435989
513.9744640378632,459.8804186876614,534.5239723071994
511.2212447879303,442.77797998359193,528.5365752430898
475.42625432048413,420.09591633373054,518.6591889766212
463.8576914707733,420.21403899403737,497.9271657070887
433.87776688983934,394.5317236516811,486.8788308559391
453.0997261392446,426.4389379480044,526.9938712743364
451.218676751861,410.2974013605572,488.48619821129535
417.4729694993361,353.4865165538429,460.3692722911945
571.3068914957063,486.74912791395724,599.4023115865812
545.1240469928329,490.7817182709503,589.1117622685604
609.8498784813222,557.9899831172658,640.6855109187671
434.80756370218927,377.5865448676889,476.1257968108955
513.3040374087159,500.42516862049354,587.4632187496749
510.43832223968894,464.53074637523093,569.9263380712617
471.35396088833846,396.8004346760692,484.76332254653613
362.9243389131527,297.5785950000076,403.8565404103234
475.7708259834975,407.60438937006097,500.3307329401826
534.1342624931914,478.59836313387103,553.9012680165218
347.0411653549747,304.2228229702322,377.16670291366745
392.63816998841764,359.5592335587215,439.2654349808174
506.05867268215366,421.8659935323924,523.9157385548798
524.489342228941,474.0235648223571,542.0637195922253
562.0888059223262,480.15875974536834,576.1762498620552
535.0846077969392,477.4956591625099,568.9688461369134
423.86332780382816,356.82273827710605,457.25435577938913
515.9465829760326,471.74947316351097,565.4231006011648
484.94899613227074,424.14244966862077,508.0062508265869
579.6991786016798,517.5626270141912,619.5090353633601
493.91215528117675,420.74861192541647,508.36814127198295
478.2810213196512,419.45731978951335,514.7564222150949
532.1092018662724,520.0374914765714,616.9388012491241
519.9628203482499,477.05951619529907,584.9684739897267
468.40138979258353,432.43014992950725,513.0790461828476
520.0792088649595,466.88334726207944,562.6005400069474
462.5824587217128,413.0916752363812,498.2771387321102
534.4523343131151,490.6911578611526,580.9995915436016
447.5004269446256,387.38925062005706,471.9092211650175
529.9168713107163,466.68334877448365,572.0653910968883
526.70042586346494,493.9052825299205,570.1753219760176
549.8312042001634,532.1390907026133,611.0570221151416
498.6791628088261,459.666373332755,551.9091320092243
493.8988102655093,431.8605028844141,525.5856221918651
584.9306887114362,519.20982548299,619.6317960290864
471.19328954088166,420.690392826717,502.4821048046294
401.72138719541306,344.5597839557878,429.29362023168125
567.9001165233865,537.7082284184988,620.8929828777343
546.289886082518,484.6550115650765,578.162689735433
548.6556422462712,514.7228164400013,608.9247175743061
516.582549647672,450.2895157095297,528.6083770626057
543.0861124279566,471.87310216564043,566.0131738640304
548.3808489486485,511.4823403692705,591.8633055126716
577.6644568782345,491.0202945788304,580.1547831984194
519.4496903999378,495.8076841290141,584.3078812078231
378.71391528445514,356.61877606624535,433.39352760395025
552.8962703846726,508.62062210378775,603.842768155007
534.3812763259064,458.1226915112775,563.4721651007542
552.2726417660014,486.9309262005685,580.0705975676996
457.447380825706,371.2316362499072,463.0344554853973
541.1762713446426,470.57889969319075,569.4744274367569
459.6096981376754,411.41053352772917,511.37806534533735
397.2131491208653,385.0311306600968,488.5577777787279
602.4605701478905,547.5760923051482,623.1252525113399
472.2220318933867,424.6341759771581,519.5985829285216
533.0946150482528,471.7799714815545,548.3632773898778
491.58259863272576,470.70747952645013,565.1896948649837
493.74383922735973,438.13105529055576,521.5601077524764
501.8855045841499,450.5514189616143,558.8798659428473
467.6228324939167,432.57871011460395,515.3958882488465
600.14580661736,557.1280015521867,656.2090692221316
529.9641625550828,468.17702028804337,561.3009030362041
498.4750084551439,466.2776601240058,553.0476901176016
458.363756666195,415.16940148819504,507.29303971434825
457.22384421030546,390.06086180009163,475.76467903215337
551.2855749559782,533.2453263352814,615.1030382101821
539.3038584011997,488.7760285035048,569.7036855054902
454.13223902230203,449.2970864511464,538.0898248319712
475.28932605928367,460.99659983648047,549.6728372568913
518.2987073191903,469.7625587365934,549.9973605734543
490.56937465018694,480.6950906040275,576.7893420914914
441.7576952389849,392.50746412158355,487.704674099579
446.17898855987175,410.92787035765934,527.5736411208497
543.4749016133927,521.748139083499,616.9805066624916
448.9143635858666,396.566704473394,498.23213731504217
459.56986900298944,415.0215417514239,495.19913711781436
501.2885720743783,460.8313194272374,537.5886565834892
419.7890346088977,369.9464958524967,447.90497257885846
495.7275385257141,461.64624654348324,553.8041500726844
459.28760764267173,439.1906519055358,536.6638312203764
527.7614272531682,447.8773795979147,544.8470122072276
526.0141141598723,480.23423700229404,584.8941183553958
442.07045387052676,438.44439558191823,542.2995411961026
479.2702084530007,426.3707028880129,516.6766560673941
515.2087106733641,515.9386208889214,603.0772825128169
476.7327142031296,443.6296715551184,548.4376907148707
502.33335586373283,482.8475591108153,589.6250301120443
447.24389989972997,406.66801294418804,485.91581669493945
561.0788602068004,524.2688610371664,620.41267877183
448.3220661930061,403.4921953902309,497.24017172387676
504.6049400076264,460.04300227031274,551.8608005589787
514.9384560212725,474.5524726450759,567.9056178832161
495.8789716558655,460.7438874312224,547.9739782039279
545.3574162303203,453.48029949607144,542.8460670834131
474.09284810419257,457.80767370859564,540.8934927939155
462.4904989123624,415.11691829270694,503.6223083810119
596.7003928464018,556.4357642600539,638.8964157596861
452.44243028133235,457.6545277824847,538.522314594296
522.3141676651883,508.5082101535908,595.8816949120965
494.6828005672017,430.53859239875675,531.8137405149681
562.5207412771889,492.9697842178512,581.965519796779
451.2191262484587,405.3597165546705,504.8763174136895
479.93234151274027,427.02509083717536,516.8215567089915
648.5549967255718,572.7778064540025,674.8304799512604
579.582313759489,545.0855539256095,639.5154733243253
423.8400460387497,420.3396003364564,504.09494061694664
506.8059668085573,489.3997253511502,571.4132201964454
421.8556527521838,377.5868273719507,461.63018523313605
440.88914722389757,418.3285183643822,515.9642153378143
474.51829447453656,422.0202779705911,498.34764272303875
566.3249669228767,522.6557540609699,617.3819249588662
475.948654860789,429.71542988064834,522.8726758693249
618.5545690421314,604.843742423071,694.2189712580754
451.9578229334147,427.57099381365765,515.4530660310741
524.0576277786382,481.31512152558156,579.5508407669028
515.2136680228733,459.76699601260174,542.8149553166656
501.07708885515143,453.85094087026636,528.0295251541701
461.7834750740369,426.4587453752257,533.3119887930097
562.6427541468782,492.1390135416868,605.0433880602804
480.4702441525809,444.5223902154386,548.6502055749528
402.0568769472107,377.1058034863122,476.52733451698197
425.8141250702361,383.64218898373565,466.0124565869458
458.60888979195653,422.57009077195846,511.83705115127395
472.0731989132099,426.1031271454112,512.3687965038639
441.7060300739864,375.7580058088869,462.3974508750279
413.87160544510624,386.57447700648004,473.36700539369724
481.2207498203333,428.09117234653303,512.6552006658025
572.5310467752557,562.9853010122321,662.8872041026864
574.2247887184473,505.979091461763,615.8138593501221
555.0212211970768,485.2382695021594,573.4432542839571
429.4506843696207,380.2185178759691,466.75483090671634
414.75137513609496,377.8101461805509,483.30792981427743
439.5058862243402,389.93678460068423,491.93842778875864
440.4293653323386,415.41630928697947,498.37522932528685
497.2920029525949,390.95064858080883,492.7821761714624
493.525292118048,453.56323962931714,536.7035059838096
521.6832316092889,448.3063533422932,542.0315023150126
470.4403261111959,397.8725186657668,488.30921064613756
525.3558222211104,472.4287559322,555.4010842478552
564.8444503121315,526.9074077204724,621.5806900483137
540.7297624932553,522.8208771570274,593.5823981996461
508.8251694841784,474.29354438134703,570.7828701422061
534.172449079933,492.98727644263994,593.879672206163
491.649097611366,473.4058580544584,559.3746533294895
499.2847734930331,432.8584437832562,520.4614332650848
488.8824540070009,452.95791184610476,545.639103420006
591.1720836950328,512.9564327629371,595.8498151691145
454.0029368813065,375.4361404060363,456.58426255379203
482.9091685718115,457.7388443595072,560.9259372697247
543.6975124977557,461.556100223355,553.8398588416197
523.8290915655799,449.7758748300362,536.026680363593
635.9621128824925,587.838066021623,698.2580067056753
508.56930554319644,476.89250030151777,561.8111159967675
518.3360003932007,456.0043887506296,546.1680811840581
463.30887454878837,450.40790394764076,564.8817267313462
496.10369126321893,474.57170473860276,557.3301262151298
519.5623328398689,459.4054721587197,555.1492448443355
542.8570728653427,523.4327734002112,614.9146912448998
446.5489942893575,418.4267947704035,507.71620991606295
452.2718958939366,442.7472086249625,541.2643787448154
485.5299582036097,468.81117062550305,560.758621072508
464.74554658457805,442.1169868550766,533.1458039091706
460.1548496474874,422.1387292501754,519.5649651892029
561.3311940565665,481.19666858677095,583.4898510378995
441.6089593275694,392.44845766914324,487.58365325343686
495.76262171116264,453.76180694850393,542.5324700228708
566.6042518299333,494.16146041390925,590.4219502344399
441.0375912031907,414.76408500883736,491.81601302733503
412.96932822962066,363.7091812763765,448.0751529287828
510.1613371178784,426.58599549882615,509.21968178079265
393.19317168769174,326.7110209605205,430.73607816743987
455.85525020103626,417.9872590477419,516.8852932004999
480.15940433129555,373.40173029104113,479.94742821677016
390.232497324957,379.1994992734819,473.0572452675111
566.9788907849504,520.414852175746,609.1839665976286
590.7823280556756,513.6768308813721,617.025320300191
569.3018165853927,523.8119287708327,631.1333926914393
517.230543556947,452.893498665341,558.9536663889503
495.35838951739237,427.8358931679892,507.5926914132315
441.1513233956186,438.11594450546625,518.5942976859446
518.3512606772504,479.96115359439705,570.24484438922
477.7945434167002,410.9355928577559,500.71453485781984
446.7383736525719,429.0981460966713,522.0389949772504
430.18182230729263,376.8336075185931,472.4195755148784
549.5668612315669,482.47696171175613,590.3129616808662
555.5653455236843,510.58703214677985,592.566353932971
426.35873134431023,392.1774434478894,484.53481281604525
492.3699420553398,472.75497031316144,559.539155301551
524.7704401331733,482.41339469598745,568.4946141037692
519.3138545445839,484.27091309296503,574.4935660107903
507.7826217744713,425.7499990249278,527.908194796624
455.02024075479,429.85793498606694,501.43515582163354
490.9644594906519,424.23416181164566,500.9088810937593
465.22344290527906,422.07215376953127,520.9165557889355
555.1253818159771,493.0099424091049,589.2210496889923
533.2054414336932,452.01240605411505,545.9408720471596
431.84399226379054,412.86871359352114,504.21549462198357
547.565472565194,458.28275340707955,558.1615514797571
443.47283512378306,416.41564369085336,507.7319646152836
505.3140442155348,454.7697855957797,529.1444437653636
415.3737451700504,388.02212523571865,474.0161464914536
625.5665089567441,555.0240688337793,639.9800757777093
480.8303804603476,460.0286202114897,544.1384678240303
595.5288743323747,550.1622286252108,649.0232254346342
319.6289958501862,314.02228201148597,410.57358139875214
506.95932837006177,423.7661839979492,528.6666861757234
528.6770348174879,460.7574715668012,550.5525875004784
477.3892786386961,444.7688123395114,547.8100271059288
555.5756773713841,508.1927236893393,589.2906128146615
504.7333806361265,441.3999953111979,556.6357645411211
521.7543432312899,473.2536585950742,569.9500707551815
440.9311876784772,393.1039067853928,490.8571045184279
427.8604880526416,397.67607983167414,499.4737269348191
518.1016073235797,493.16543144936014,578.7246324254427
536.3406718822426,492.0573107285601,566.7768544765433
470.3046940262729,405.4476396781426,498.8598875154357
479.6663334667488,444.3443636074566,525.3249052808702
420.0709767332092,385.130103474545,485.7523166170138
555.5815964774063,485.6957514564676,578.8618220924599
484.56933177035,467.80594438459553,553.5415749547404
511.1050916512239,428.6483822307935,526.6075759814029
473.28274941517464,403.49005202718774,486.2511048592253
523.2269774971248,487.7793456622141,572.4489133523249
537.6838054993689,474.8383404583634,560.3471028467696
448.5901512426821,442.93033998464466,529.6811510966844
502.6026683059983,437.6315378620962,529.9160381674109
554.0582913775299,548.6932887702961,644.9757147887842
533.2431446962175,476.65113095282777,572.3901615234779
600.6286839508796,530.8573041802892,633.6700878037432
557.2092181010315,516.5979064696936,606.1156753018514
406.9855265754397,352.4403452173756,440.4740738429057
470.63467989124433,441.6536175594899,524.9686984076424
530.2140675581137,447.88244343710176,550.6057226151303
546.4194779484382,517.7658928007841,614.8403283319677
407.0844697410661,381.75880902457897,448.5249643394413
480.3822005967217,453.13329936807713,547.6469617483219
490.82534593769356,412.3288344120515,496.593248304716
521.9900598204964,502.6256775260379,602.5053487069418
479.26297200154494,438.2851982991347,538.1043514932758
562.3027481326699,531.5083508094275,610.178148720389
466.5265635601756,405.7550217309429,498.0893762791491
556.6948328531543,477.8355963281063,570.1209125768962
514.6028065257643,468.28889785363276,572.2760056728499
394.6649418580545,355.24998542240183,436.9742383944352
384.94041523108865,340.6541398052004,446.9683744194418
603.7192258857249,579.786556709513,674.5272275790945
430.15108747204147,437.545128895303,524.9624324485667
501.1139289136978,439.9065981175525,528.9179185551691
480.0163425041413,405.64252854371125,521.24302339184
447.17563471519907,438.97086138257805,516.839586115989
559.972611391479,491.67028046538735,577.4554064383566
518.7907489138315,456.2790248899904,556.7742445811521
483.88653468419267,444.64564817851993,530.7263633870456
569.6612612417309,531.4522170188527,605.1062771642436
511.19802731667016,489.877043697831,578.6137839981908
577.811926143681,490.17730242381424,585.8797663965008
479.13896280460784,448.34064218159483,537.9193960166923
593.4330060093857,552.7191790249658,632.832007802486
537.5694859011056,487.85536823168945,565.8050472146365
468.1293450736176,421.1422871944864,512.655497415977
584.1752978457552,540.4010333575394,637.141428185561
507.9812470929085,432.1380417009987,531.3498571118425
465.2519774179793,413.1325553273237,504.63666828282146
518.3111758911183,485.70420741994667,582.173384501087
540.2239015172489,538.1560729911746,634.4034853073686
469.08697150689744,414.7218047839664,490.9243402294534
457.6299064038611,400.4595314986573,494.9467669655231
481.30152599694765,425.43492565551355,506.8713906175068
400.1009188310541,405.5723062938471,498.27725401277127
503.34683559760623,418.847379228625,509.59147766068406
456.0464544577826,424.3155896748798,525.611662636881
584.8698783828884,534.7740300984832,613.9832197336385
538.7358052116427,514.0727573920085,596.283866111483
539.0161809949993,507.684482568997,606.1525861461557
506.8716542232889,443.18213791723036,533.7956543866959
536.8899801829457,470.5642789701411,564.1427522456079
590.3149036353848,514.7241249875838,607.6148219730055
463.5355183800175,439.0107515835378,528.0228587171607
480.12961556598725,442.3286299940698,530.8003630703976
561.282058142374,517.2158508656751,605.8223510841086
515.0009989439469,441.42982640432194,532.7971788325427
543.5468367033059,510.64377878535447,606.5424300350487
476.0415560724265,418.377727257435,503.039671981037
485.4369331319229,457.72944065926043,553.0749211085171
433.16198107809726,381.32729589375316,468.7213016834672
539.7845672386915,505.64415633177646,600.298970071849
466.8289912589549,385.29186323120933,482.59027237038936
523.6102438217741,510.3088127700097,602.9839056440431
548.0880847502415,500.982532067821,593.4602541261835
472.39090120981683,439.5445203244352,531.9362995864645
498.6029705059987,419.146932113745,520.733212898931
543.8634236423318,420.20110303599245,517.1133716265032
545.1933873254503,446.32028140197554,533.7549770543264
513.1952680239402,468.74348675175366,562.3990956845354
484.4349632627773,434.4008756722089,506.3757475204782
405.63602753617147,389.6696608625132,489.2738885243404
450.70427178178795,427.1202002536921,519.9017544996997
428.39416310925685,387.6699996761643,468.862857084599
433.94931569213566,415.21725733924126,507.3733176001643
548.0893419951141,496.8217310945359,579.4497033403942
467.0328007798329,385.05727461073144,480.2387984684417
483.2926351051748,433.8089829766941,531.055388382909
572.3063860930956,540.1082048188583,645.3739554445176
591.2621861897911,535.860512427846,609.2739289795123
590.5902019480044,505.8398243050716,601.3758856519755
550.9448676597373,514.3672342739252,603.9490517071928
